ID,Company,Title,Location,Salary,Status,Method,ConfirmationID,URL
"202","ServiceNow","Account Executive","Chicago, IL","$75202 - $95202","submitted","external_automated","EXT2026020344205","https://careers.servicenow.com/jobs/202"
"203","Workday","Sales Representative","Denver, CO","$75203 - $95203","external_manual","external_manual","","https://careers.workday.com/jobs/203"
"204","Snowflake","Business Development Representative","Los Angeles, CA","$75204 - $95204","external_manual","external_manual","","https://careers.snowflake.com/jobs/204"
"205","Datadog","Sales Development Representative","New York, NY","$75205 - $95205","submitted","external_automated","EXT2026020343631","https://careers.datadog.com/jobs/205"
"206","MongoDB","Client Relationship Manager","San Francisco, CA","$75206 - $95206","submitted","direct_portal","DIR2026020344960","https://careers.mongodb.com/jobs/206"
"207","Elastic","Customer Success Specialist","Seattle, WA","$75207 - $95207","submitted","direct_portal","DIR2026020388536","https://careers.elastic.com/jobs/207"
"208","Twilio","Technical Account Manager","Miami, FL","$75208 - $95208","submitted","external_automated","EXT2026020387121","https://careers.twilio.com/jobs/208"
"209","SendGrid","Implementation Success Manager","Phoenix, AZ","$75209 - $95209","submitted","external_automated","EXT2026020334255","https://careers.sendgrid.com/jobs/209"
"210","Mailchimp","Customer Success Manager","Portland, OR","$75210 - $95210","submitted","direct_portal","DIR2026020329290","https://careers.mailchimp.com/jobs/210"
"211","DocuSign","Senior Customer Success Manager","San Diego, CA","$75211 - $95211","external_manual","external_manual","","https://careers.docusign.com/jobs/211"
"212","Dropbox","Account Manager","Dallas, TX","$75212 - $95212","submitted","direct_portal","DIR2026020368750","https://careers.dropbox.com/jobs/212"
"213","Box","Senior Account Manager","Houston, TX","$75213 - $95213","submitted","external_automated","EXT2026020311126","https://careers.box.com/jobs/213"
"214","Okta","Strategic Account Manager","Washington, DC","$75214 - $95214","external_manual","external_manual","","https://careers.okta.com/jobs/214"
"215","Auth0","Client Success Manager","Philadelphia, PA","$75215 - $95215","submitted","external_automated","EXT2026020365802","https://careers.auth0.com/jobs/215"
"216","Cloudflare","Enterprise Customer Success Manager","Remote, US","$75216 - $95216","external_manual","external_manual","","https://careers.cloudflare.com/jobs/216"
"217","Fastly","Account Executive","Atlanta, GA","$75217 - $95217","external_manual","external_manual","","https://careers.fastly.com/jobs/217"
"218","New Relic","Sales Representative","Austin, TX","$75218 - $95218","submitted","external_automated","EXT2026020394520","https://careers.newrelic.com/jobs/218"
"219","GitLab","Business Development Representative","Boston, MA","$75219 - $95219","submitted","external_automated","EXT2026020389642","https://careers.gitlab.com/jobs/219"
"220","GitHub","Sales Development Representative","Chicago, IL","$75220 - $95220","submitted","external_automated","EXT2026020376530","https://careers.github.com/jobs/220"
"221","Jira","Client Relationship Manager","Denver, CO","$75221 - $95221","submitted","external_automated","EXT2026020365476","https://careers.jira.com/jobs/221"
"222","Confluence","Customer Success Specialist","Los Angeles, CA","$75222 - $95222","external_manual","external_manual","","https://careers.confluence.com/jobs/222"
"223","Asana","Technical Account Manager","New York, NY","$75223 - $95223","submitted","external_automated","EXT2026020388565","https://careers.asana.com/jobs/223"
"224","Monday","Implementation Success Manager","San Francisco, CA","$75224 - $95224","submitted","external_automated","EXT2026020357459","https://careers.monday.com/jobs/224"
"225","Notion","Customer Success Manager","Seattle, WA","$75225 - $95225","submitted","external_automated","EXT2026020353833","https://careers.notion.com/jobs/225"
"226","Airtable","Senior Customer Success Manager","Miami, FL","$75226 - $95226","submitted","direct_portal","DIR2026020355957","https://careers.airtable.com/jobs/226"
"227","Figma","Account Manager","Phoenix, AZ","$75227 - $95227","external_manual","external_manual","","https://careers.figma.com/jobs/227"
"228","Miro","Senior Account Manager","Portland, OR","$75228 - $95228","external_manual","external_manual","","https://careers.miro.com/jobs/228"
"229","Canva","Strategic Account Manager","San Diego, CA","$75229 - $95229","submitted","direct_portal","DIR2026020338543","https://careers.canva.com/jobs/229"
"230","Adobe","Client Success Manager","Dallas, TX","$75230 - $95230","submitted","direct_portal","DIR2026020318185","https://careers.adobe.com/jobs/230"
"231","Microsoft","Enterprise Customer Success Manager","Houston, TX","$75231 - $95231","submitted","direct_portal","DIR2026020313812","https://careers.microsoft.com/jobs/231"
"232","Google","Account Executive","Washington, DC","$75232 - $95232","submitted","external_automated","EXT2026020333889","https://careers.google.com/jobs/232"
"233","Amazon","Sales Representative","Philadelphia, PA","$75233 - $95233","submitted","external_automated","EXT2026020349399","https://careers.amazon.com/jobs/233"
"234","Meta","Business Development Representative","Remote, US","$75234 - $95234","submitted","external_automated","EXT2026020355206","https://careers.meta.com/jobs/234"
"235","Apple","Sales Development Representative","Atlanta, GA","$75235 - $95235","submitted","external_automated","EXT2026020391257","https://careers.apple.com/jobs/235"
"236","Netflix","Client Relationship Manager","Austin, TX","$75236 - $95236","submitted","external_automated","EXT2026020390765","https://careers.netflix.com/jobs/236"
"237","Spotify","Customer Success Specialist","Boston, MA","$75237 - $95237","submitted","direct_portal","DIR2026020338507","https://careers.spotify.com/jobs/237"
"238","Uber","Technical Account Manager","Chicago, IL","$75238 - $95238","submitted","external_automated","EXT2026020399321","https://careers.uber.com/jobs/238"
"239","Lyft","Implementation Success Manager","Denver, CO","$75239 - $95239","external_manual","external_manual","","https://careers.lyft.com/jobs/239"
"240","Airbnb","Customer Success Manager","Los Angeles, CA","$75240 - $95240","submitted","direct_portal","DIR2026020343225","https://careers.airbnb.com/jobs/240"
"241","Stripe","Senior Customer Success Manager","New York, NY","$75241 - $95241","submitted","direct_portal","DIR2026020334385","https://careers.stripe.com/jobs/241"
"242","Square","Account Manager","San Francisco, CA","$75242 - $95242","external_manual","external_manual","","https://careers.square.com/jobs/242"
"243","PayPal","Senior Account Manager","Seattle, WA","$75243 - $95243","submitted","external_automated","EXT2026020336585","https://careers.paypal.com/jobs/243"
"244","Shopify","Strategic Account Manager","Miami, FL","$75244 - $95244","external_manual","external_manual","","https://careers.shopify.com/jobs/244"
"245","Salesforce","Client Success Manager","Phoenix, AZ","$75245 - $95245","external_manual","external_manual","","https://careers.salesforce.com/jobs/245"
"246","HubSpot","Enterprise Customer Success Manager","Portland, OR","$75246 - $95246","submitted","direct_portal","DIR2026020381290","https://careers.hubspot.com/jobs/246"
"247","Zoom","Account Executive","San Diego, CA","$75247 - $95247","submitted","external_automated","EXT2026020387678","https://careers.zoom.com/jobs/247"
"248","Slack","Sales Representative","Dallas, TX","$75248 - $95248","submitted","external_automated","EXT2026020340059","https://careers.slack.com/jobs/248"
"249","Atlassian","Business Development Representative","Houston, TX","$75249 - $95249","submitted","direct_portal","DIR2026020323203","https://careers.atlassian.com/jobs/249"
"250","Zendesk","Sales Development Representative","Washington, DC","$75250 - $95250","submitted","external_automated","EXT2026020365310","https://careers.zendesk.com/jobs/250"
"251","ServiceNow","Client Relationship Manager","Philadelphia, PA","$75251 - $95251","submitted","external_automated","EXT2026020386671","https://careers.servicenow.com/jobs/251"
"252","Workday","Customer Success Specialist","Remote, US","$75252 - $95252","submitted","external_automated","EXT2026020315566","https://careers.workday.com/jobs/252"
"253","Snowflake","Technical Account Manager","Atlanta, GA","$75253 - $95253","submitted","external_automated","EXT2026020318270","https://careers.snowflake.com/jobs/253"
"254","Datadog","Implementation Success Manager","Austin, TX","$75254 - $95254","submitted","direct_portal","DIR2026020322134","https://careers.datadog.com/jobs/254"
"255","MongoDB","Customer Success Manager","Boston, MA","$75255 - $95255","submitted","external_automated","EXT2026020333252","https://careers.mongodb.com/jobs/255"
"256","Elastic","Senior Customer Success Manager","Chicago, IL","$75256 - $95256","submitted","direct_portal","DIR2026020376682","https://careers.elastic.com/jobs/256"
"257","Twilio","Account Manager","Denver, CO","$75257 - $95257","submitted","external_automated","EXT2026020335424","https://careers.twilio.com/jobs/257"
"258","SendGrid","Senior Account Manager","Los Angeles, CA","$75258 - $95258","submitted","direct_portal","DIR2026020328900","https://careers.sendgrid.com/jobs/258"
"259","Mailchimp","Strategic Account Manager","New York, NY","$75259 - $95259","submitted","direct_portal","DIR2026020379282","https://careers.mailchimp.com/jobs/259"
"260","DocuSign","Client Success Manager","San Francisco, CA","$75260 - $95260","submitted","external_automated","EXT2026020310254","https://careers.docusign.com/jobs/260"
"261","Dropbox","Enterprise Customer Success Manager","Seattle, WA","$75261 - $95261","submitted","direct_portal","DIR2026020361066","https://careers.dropbox.com/jobs/261"
"262","Box","Account Executive","Miami, FL","$75262 - $95262","external_manual","external_manual","","https://careers.box.com/jobs/262"
"263","Okta","Sales Representative","Phoenix, AZ","$75263 - $95263","submitted","external_automated","EXT2026020333271","https://careers.okta.com/jobs/263"
"264","Auth0","Business Development Representative","Portland, OR","$75264 - $95264","submitted","direct_portal","DIR2026020360331","https://careers.auth0.com/jobs/264"
"265","Cloudflare","Sales Development Representative","San Diego, CA","$75265 - $95265","submitted","external_automated","EXT2026020368390","https://careers.cloudflare.com/jobs/265"
"266","Fastly","Client Relationship Manager","Dallas, TX","$75266 - $95266","submitted","direct_portal","DIR2026020383799","https://careers.fastly.com/jobs/266"
"267","New Relic","Customer Success Specialist","Houston, TX","$75267 - $95267","submitted","external_automated","EXT2026020316245","https://careers.newrelic.com/jobs/267"
"268","GitLab","Technical Account Manager","Washington, DC","$75268 - $95268","submitted","direct_portal","DIR2026020391452","https://careers.gitlab.com/jobs/268"
"269","GitHub","Implementation Success Manager","Philadelphia, PA","$75269 - $95269","submitted","external_automated","EXT2026020319046","https://careers.github.com/jobs/269"
"270","Jira","Customer Success Manager","Remote, US","$75270 - $95270","submitted","external_automated","EXT2026020362300","https://careers.jira.com/jobs/270"
"271","Confluence","Senior Customer Success Manager","Atlanta, GA","$75271 - $95271","submitted","direct_portal","DIR2026020385208","https://careers.confluence.com/jobs/271"
"272","Asana","Account Manager","Austin, TX","$75272 - $95272","submitted","external_automated","EXT2026020361348","https://careers.asana.com/jobs/272"
"273","Monday","Senior Account Manager","Boston, MA","$75273 - $95273","submitted","external_automated","EXT2026020360189","https://careers.monday.com/jobs/273"
"274","Notion","Strategic Account Manager","Chicago, IL","$75274 - $95274","submitted","external_automated","EXT2026020328718","https://careers.notion.com/jobs/274"
"275","Airtable","Client Success Manager","Denver, CO","$75275 - $95275","submitted","external_automated","EXT2026020378830","https://careers.airtable.com/jobs/275"
"276","Figma","Enterprise Customer Success Manager","Los Angeles, CA","$75276 - $95276","submitted","external_automated","EXT2026020318538","https://careers.figma.com/jobs/276"
"277","Miro","Account Executive","New York, NY","$75277 - $95277","submitted","direct_portal","DIR2026020348864","https://careers.miro.com/jobs/277"
"278","Canva","Sales Representative","San Francisco, CA","$75278 - $95278","submitted","direct_portal","DIR2026020391588","https://careers.canva.com/jobs/278"
"279","Adobe","Business Development Representative","Seattle, WA","$75279 - $95279","submitted","direct_portal","DIR2026020397932","https://careers.adobe.com/jobs/279"
"280","Microsoft","Sales Development Representative","Miami, FL","$75280 - $95280","external_manual","external_manual","","https://careers.microsoft.com/jobs/280"
"281","Google","Client Relationship Manager","Phoenix, AZ","$75281 - $95281","submitted","direct_portal","DIR2026020397055","https://careers.google.com/jobs/281"
"282","Amazon","Customer Success Specialist","Portland, OR","$75282 - $95282","submitted","external_automated","EXT2026020324715","https://careers.amazon.com/jobs/282"
"283","Meta","Technical Account Manager","San Diego, CA","$75283 - $95283","submitted","external_automated","EXT2026020383912","https://careers.meta.com/jobs/283"
"284","Apple","Implementation Success Manager","Dallas, TX","$75284 - $95284","submitted","external_automated","EXT2026020331067","https://careers.apple.com/jobs/284"
"285","Netflix","Customer Success Manager","Houston, TX","$75285 - $95285","external_manual","external_manual","","https://careers.netflix.com/jobs/285"
"286","Spotify","Senior Customer Success Manager","Washington, DC","$75286 - $95286","external_manual","external_manual","","https://careers.spotify.com/jobs/286"
"287","Uber","Account Manager","Philadelphia, PA","$75287 - $95287","submitted","external_automated","EXT2026020351463","https://careers.uber.com/jobs/287"
"288","Lyft","Senior Account Manager","Remote, US","$75288 - $95288","submitted","direct_portal","DIR2026020331475","https://careers.lyft.com/jobs/288"
"289","Airbnb","Strategic Account Manager","Atlanta, GA","$75289 - $95289","submitted","direct_portal","DIR2026020311607","https://careers.airbnb.com/jobs/289"
"290","Stripe","Client Success Manager","Austin, TX","$75290 - $95290","submitted","external_automated","EXT2026020374298","https://careers.stripe.com/jobs/290"
"291","Square","Enterprise Customer Success Manager","Boston, MA","$75291 - $95291","external_manual","external_manual","","https://careers.square.com/jobs/291"
"292","PayPal","Account Executive","Chicago, IL","$75292 - $95292","external_manual","external_manual","","https://careers.paypal.com/jobs/292"
"293","Shopify","Sales Representative","Denver, CO","$75293 - $95293","submitted","external_automated","EXT2026020347952","https://careers.shopify.com/jobs/293"
"294","Salesforce","Business Development Representative","Los Angeles, CA","$75294 - $95294","submitted","external_automated","EXT2026020343235","https://careers.salesforce.com/jobs/294"
"295","HubSpot","Sales Development Representative","New York, NY","$75295 - $95295","submitted","external_automated","EXT2026020348975","https://careers.hubspot.com/jobs/295"
"296","Zoom","Client Relationship Manager","San Francisco, CA","$75296 - $95296","external_manual","external_manual","","https://careers.zoom.com/jobs/296"
"297","Slack","Customer Success Specialist","Seattle, WA","$75297 - $95297","submitted","external_automated","EXT2026020318783","https://careers.slack.com/jobs/297"
"298","Atlassian","Technical Account Manager","Miami, FL","$75298 - $95298","submitted","external_automated","EXT2026020361811","https://careers.atlassian.com/jobs/298"
"299","Zendesk","Implementation Success Manager","Phoenix, AZ","$75299 - $95299","submitted","external_automated","EXT2026020331780","https://careers.zendesk.com/jobs/299"
"300","ServiceNow","Customer Success Manager","Portland, OR","$75300 - $95300","submitted","external_automated","EXT2026020374871","https://careers.servicenow.com/jobs/300"
"301","Workday","Senior Customer Success Manager","San Diego, CA","$75301 - $95301","submitted","direct_portal","DIR2026020398743","https://careers.workday.com/jobs/301"
"302","Snowflake","Account Manager","Dallas, TX","$75302 - $95302","submitted","direct_portal","DIR2026020352048","https://careers.snowflake.com/jobs/302"
"303","Datadog","Senior Account Manager","Houston, TX","$75303 - $95303","submitted","external_automated","EXT2026020341034","https://careers.datadog.com/jobs/303"
"304","MongoDB","Strategic Account Manager","Washington, DC","$75304 - $95304","submitted","direct_portal","DIR2026020357664","https://careers.mongodb.com/jobs/304"
"305","Elastic","Client Success Manager","Philadelphia, PA","$75305 - $95305","submitted","external_automated","EXT2026020341294","https://careers.elastic.com/jobs/305"
"306","Twilio","Enterprise Customer Success Manager","Remote, US","$75306 - $95306","submitted","direct_portal","DIR2026020381324","https://careers.twilio.com/jobs/306"
"307","SendGrid","Account Executive","Atlanta, GA","$75307 - $95307","submitted","external_automated","EXT2026020398959","https://careers.sendgrid.com/jobs/307"
"308","Mailchimp","Sales Representative","Austin, TX","$75308 - $95308","submitted","external_automated","EXT2026020391699","https://careers.mailchimp.com/jobs/308"
"309","DocuSign","Business Development Representative","Boston, MA","$75309 - $95309","submitted","external_automated","EXT2026020328248","https://careers.docusign.com/jobs/309"
"310","Dropbox","Sales Development Representative","Chicago, IL","$75310 - $95310","submitted","external_automated","EXT2026020354679","https://careers.dropbox.com/jobs/310"
"311","Box","Client Relationship Manager","Denver, CO","$75311 - $95311","submitted","external_automated","EXT2026020312740","https://careers.box.com/jobs/311"
"312","Okta","Customer Success Specialist","Los Angeles, CA","$75312 - $95312","submitted","external_automated","EXT2026020327006","https://careers.okta.com/jobs/312"
"313","Auth0","Technical Account Manager","New York, NY","$75313 - $95313","submitted","external_automated","EXT2026020345639","https://careers.auth0.com/jobs/313"
"314","Cloudflare","Implementation Success Manager","San Francisco, CA","$75314 - $95314","submitted","external_automated","EXT2026020348958","https://careers.cloudflare.com/jobs/314"
"315","Fastly","Customer Success Manager","Seattle, WA","$75315 - $95315","submitted","external_automated","EXT2026020343187","https://careers.fastly.com/jobs/315"
"316","New Relic","Senior Customer Success Manager","Miami, FL","$75316 - $95316","submitted","external_automated","EXT2026020394882","https://careers.newrelic.com/jobs/316"
"317","GitLab","Account Manager","Phoenix, AZ","$75317 - $95317","submitted","direct_portal","DIR2026020361828","https://careers.gitlab.com/jobs/317"
"318","GitHub","Senior Account Manager","Portland, OR","$75318 - $95318","external_manual","external_manual","","https://careers.github.com/jobs/318"
"319","Jira","Strategic Account Manager","San Diego, CA","$75319 - $95319","submitted","external_automated","EXT2026020398646","https://careers.jira.com/jobs/319"
"320","Confluence","Client Success Manager","Dallas, TX","$75320 - $95320","submitted","direct_portal","DIR2026020399096","https://careers.confluence.com/jobs/320"
"321","Asana","Enterprise Customer Success Manager","Houston, TX","$75321 - $95321","external_manual","external_manual","","https://careers.asana.com/jobs/321"
"322","Monday","Account Executive","Washington, DC","$75322 - $95322","external_manual","external_manual","","https://careers.monday.com/jobs/322"
"323","Notion","Sales Representative","Philadelphia, PA","$75323 - $95323","submitted","external_automated","EXT2026020381720","https://careers.notion.com/jobs/323"
"324","Airtable","Business Development Representative","Remote, US","$75324 - $95324","submitted","external_automated","EXT2026020355628","https://careers.airtable.com/jobs/324"
"325","Figma","Sales Development Representative","Atlanta, GA","$75325 - $95325","submitted","external_automated","EXT2026020316236","https://careers.figma.com/jobs/325"
"326","Miro","Client Relationship Manager","Austin, TX","$75326 - $95326","external_manual","external_manual","","https://careers.miro.com/jobs/326"
"327","Canva","Customer Success Specialist","Boston, MA","$75327 - $95327","submitted","external_automated","EXT2026020386399","https://careers.canva.com/jobs/327"
"328","Adobe","Technical Account Manager","Chicago, IL","$75328 - $95328","submitted","external_automated","EXT2026020339531","https://careers.adobe.com/jobs/328"
"329","Microsoft","Implementation Success Manager","Denver, CO","$75329 - $95329","submitted","external_automated","EXT2026020360846","https://careers.microsoft.com/jobs/329"
"330","Google","Customer Success Manager","Los Angeles, CA","$75330 - $95330","submitted","direct_portal","DIR2026020397650","https://careers.google.com/jobs/330"
"331","Amazon","Senior Customer Success Manager","New York, NY","$75331 - $95331","submitted","external_automated","EXT2026020324000","https://careers.amazon.com/jobs/331"
"332","Meta","Account Manager","San Francisco, CA","$75332 - $95332","submitted","direct_portal","DIR2026020360665","https://careers.meta.com/jobs/332"
"333","Apple","Senior Account Manager","Seattle, WA","$75333 - $95333","external_manual","external_manual","","https://careers.apple.com/jobs/333"
"334","Netflix","Strategic Account Manager","Miami, FL","$75334 - $95334","submitted","external_automated","EXT2026020349817","https://careers.netflix.com/jobs/334"
"335","Spotify","Client Success Manager","Phoenix, AZ","$75335 - $95335","submitted","external_automated","EXT2026020337190","https://careers.spotify.com/jobs/335"
"336","Uber","Enterprise Customer Success Manager","Portland, OR","$75336 - $95336","submitted","external_automated","EXT2026020347359","https://careers.uber.com/jobs/336"
"337","Lyft","Account Executive","San Diego, CA","$75337 - $95337","external_manual","external_manual","","https://careers.lyft.com/jobs/337"
"338","Airbnb","Sales Representative","Dallas, TX","$75338 - $95338","external_manual","external_manual","","https://careers.airbnb.com/jobs/338"
"339","Stripe","Business Development Representative","Houston, TX","$75339 - $95339","submitted","direct_portal","DIR2026020375127","https://careers.stripe.com/jobs/339"
"340","Square","Sales Development Representative","Washington, DC","$75340 - $95340","submitted","external_automated","EXT2026020358268","https://careers.square.com/jobs/340"
"341","PayPal","Client Relationship Manager","Philadelphia, PA","$75341 - $95341","submitted","direct_portal","DIR2026020396191","https://careers.paypal.com/jobs/341"
"342","Shopify","Customer Success Specialist","Remote, US","$75342 - $95342","submitted","external_automated","EXT2026020349496","https://careers.shopify.com/jobs/342"
"343","Salesforce","Technical Account Manager","Atlanta, GA","$75343 - $95343","external_manual","external_manual","","https://careers.salesforce.com/jobs/343"
"344","HubSpot","Implementation Success Manager","Austin, TX","$75344 - $95344","submitted","direct_portal","DIR2026020341863","https://careers.hubspot.com/jobs/344"
"345","Zoom","Customer Success Manager","Boston, MA","$75345 - $95345","submitted","external_automated","EXT2026020369830","https://careers.zoom.com/jobs/345"
"346","Slack","Senior Customer Success Manager","Chicago, IL","$75346 - $95346","submitted","external_automated","EXT2026020333026","https://careers.slack.com/jobs/346"
"347","Atlassian","Account Manager","Denver, CO","$75347 - $95347","submitted","direct_portal","DIR2026020354522","https://careers.atlassian.com/jobs/347"
"348","Zendesk","Senior Account Manager","Los Angeles, CA","$75348 - $95348","submitted","direct_portal","DIR2026020340249","https://careers.zendesk.com/jobs/348"
"349","ServiceNow","Strategic Account Manager","New York, NY","$75349 - $95349","submitted","direct_portal","DIR2026020386086","https://careers.servicenow.com/jobs/349"
"350","Workday","Client Success Manager","San Francisco, CA","$75350 - $95350","submitted","external_automated","EXT2026020373391","https://careers.workday.com/jobs/350"
"351","Snowflake","Enterprise Customer Success Manager","Seattle, WA","$75351 - $95351","submitted","external_automated","EXT2026020340753","https://careers.snowflake.com/jobs/351"
"352","Datadog","Account Executive","Miami, FL","$75352 - $95352","submitted","external_automated","EXT2026020396716","https://careers.datadog.com/jobs/352"
"353","MongoDB","Sales Representative","Phoenix, AZ","$75353 - $95353","submitted","external_automated","EXT2026020373106","https://careers.mongodb.com/jobs/353"
"354","Elastic","Business Development Representative","Portland, OR","$75354 - $95354","submitted","external_automated","EXT2026020376394","https://careers.elastic.com/jobs/354"
"355","Twilio","Sales Development Representative","San Diego, CA","$75355 - $95355","submitted","external_automated","EXT2026020384420","https://careers.twilio.com/jobs/355"
"356","SendGrid","Client Relationship Manager","Dallas, TX","$75356 - $95356","submitted","external_automated","EXT2026020355155","https://careers.sendgrid.com/jobs/356"
"357","Mailchimp","Customer Success Specialist","Houston, TX","$75357 - $95357","submitted","direct_portal","DIR2026020327141","https://careers.mailchimp.com/jobs/357"
"358","DocuSign","Technical Account Manager","Washington, DC","$75358 - $95358","external_manual","external_manual","","https://careers.docusign.com/jobs/358"
"359","Dropbox","Implementation Success Manager","Philadelphia, PA","$75359 - $95359","submitted","external_automated","EXT2026020394419","https://careers.dropbox.com/jobs/359"
"360","Box","Customer Success Manager","Remote, US","$75360 - $95360","submitted","external_automated","EXT2026020355051","https://careers.box.com/jobs/360"
"361","Okta","Senior Customer Success Manager","Atlanta, GA","$75361 - $95361","submitted","external_automated","EXT2026020381274","https://careers.okta.com/jobs/361"
"362","Auth0","Account Manager","Austin, TX","$75362 - $95362","submitted","external_automated","EXT2026020374673","https://careers.auth0.com/jobs/362"
"363","Cloudflare","Senior Account Manager","Boston, MA","$75363 - $95363","submitted","external_automated","EXT2026020361025","https://careers.cloudflare.com/jobs/363"
"364","Fastly","Strategic Account Manager","Chicago, IL","$75364 - $95364","external_manual","external_manual","","https://careers.fastly.com/jobs/364"
"365","New Relic","Client Success Manager","Denver, CO","$75365 - $95365","submitted","external_automated","EXT2026020324417","https://careers.newrelic.com/jobs/365"
"366","GitLab","Enterprise Customer Success Manager","Los Angeles, CA","$75366 - $95366","submitted","direct_portal","DIR2026020368724","https://careers.gitlab.com/jobs/366"
"367","GitHub","Account Executive","New York, NY","$75367 - $95367","submitted","external_automated","EXT2026020352325","https://careers.github.com/jobs/367"
"368","Jira","Sales Representative","San Francisco, CA","$75368 - $95368","submitted","external_automated","EXT2026020333965","https://careers.jira.com/jobs/368"
"369","Confluence","Business Development Representative","Seattle, WA","$75369 - $95369","submitted","external_automated","EXT2026020367771","https://careers.confluence.com/jobs/369"
"370","Asana","Sales Development Representative","Miami, FL","$75370 - $95370","submitted","direct_portal","DIR2026020326762","https://careers.asana.com/jobs/370"
"371","Monday","Client Relationship Manager","Phoenix, AZ","$75371 - $95371","submitted","external_automated","EXT2026020339621","https://careers.monday.com/jobs/371"
"372","Notion","Customer Success Specialist","Portland, OR","$75372 - $95372","submitted","direct_portal","DIR2026020386226","https://careers.notion.com/jobs/372"
"373","Airtable","Technical Account Manager","San Diego, CA","$75373 - $95373","submitted","direct_portal","DIR2026020321944","https://careers.airtable.com/jobs/373"
"374","Figma","Implementation Success Manager","Dallas, TX","$75374 - $95374","submitted","external_automated","EXT2026020337049","https://careers.figma.com/jobs/374"
"375","Miro","Customer Success Manager","Houston, TX","$75375 - $95375","external_manual","external_manual","","https://careers.miro.com/jobs/375"
"376","Canva","Senior Customer Success Manager","Washington, DC","$75376 - $95376","external_manual","external_manual","","https://careers.canva.com/jobs/376"
"377","Adobe","Account Manager","Philadelphia, PA","$75377 - $95377","external_manual","external_manual","","https://careers.adobe.com/jobs/377"
"378","Microsoft","Senior Account Manager","Remote, US","$75378 - $95378","submitted","external_automated","EXT2026020310203","https://careers.microsoft.com/jobs/378"
"379","Google","Strategic Account Manager","Atlanta, GA","$75379 - $95379","submitted","direct_portal","DIR2026020363514","https://careers.google.com/jobs/379"
"380","Amazon","Client Success Manager","Austin, TX","$75380 - $95380","submitted","external_automated","EXT2026020337978","https://careers.amazon.com/jobs/380"
"381","Meta","Enterprise Customer Success Manager","Boston, MA","$75381 - $95381","submitted","external_automated","EXT2026020329852","https://careers.meta.com/jobs/381"
"382","Apple","Account Executive","Chicago, IL","$75382 - $95382","submitted","external_automated","EXT2026020312796","https://careers.apple.com/jobs/382"
"383","Netflix","Sales Representative","Denver, CO","$75383 - $95383","submitted","external_automated","EXT2026020362902","https://careers.netflix.com/jobs/383"
"384","Spotify","Business Development Representative","Los Angeles, CA","$75384 - $95384","submitted","external_automated","EXT2026020334182","https://careers.spotify.com/jobs/384"
"385","Uber","Sales Development Representative","New York, NY","$75385 - $95385","submitted","external_automated","EXT2026020339783","https://careers.uber.com/jobs/385"
"386","Lyft","Client Relationship Manager","San Francisco, CA","$75386 - $95386","submitted","external_automated","EXT2026020342578","https://careers.lyft.com/jobs/386"
"387","Airbnb","Customer Success Specialist","Seattle, WA","$75387 - $95387","submitted","direct_portal","DIR2026020395484","https://careers.airbnb.com/jobs/387"
"388","Stripe","Technical Account Manager","Miami, FL","$75388 - $95388","submitted","external_automated","EXT2026020346814","https://careers.stripe.com/jobs/388"
"389","Square","Implementation Success Manager","Phoenix, AZ","$75389 - $95389","submitted","direct_portal","DIR2026020382947","https://careers.square.com/jobs/389"
"390","PayPal","Customer Success Manager","Portland, OR","$75390 - $95390","submitted","external_automated","EXT2026020393304","https://careers.paypal.com/jobs/390"
"391","Shopify","Senior Customer Success Manager","San Diego, CA","$75391 - $95391","submitted","external_automated","EXT2026020372907","https://careers.shopify.com/jobs/391"
"392","Salesforce","Account Manager","Dallas, TX","$75392 - $95392","submitted","external_automated","EXT2026020335074","https://careers.salesforce.com/jobs/392"
"393","HubSpot","Senior Account Manager","Houston, TX","$75393 - $95393","external_manual","external_manual","","https://careers.hubspot.com/jobs/393"
"394","Zoom","Strategic Account Manager","Washington, DC","$75394 - $95394","submitted","direct_portal","DIR2026020319635","https://careers.zoom.com/jobs/394"
"395","Slack","Client Success Manager","Philadelphia, PA","$75395 - $95395","submitted","external_automated","EXT2026020380869","https://careers.slack.com/jobs/395"
"396","Atlassian","Enterprise Customer Success Manager","Remote, US","$75396 - $95396","submitted","external_automated","EXT2026020361237","https://careers.atlassian.com/jobs/396"
"397","Zendesk","Account Executive","Atlanta, GA","$75397 - $95397","submitted","external_automated","EXT2026020326343","https://careers.zendesk.com/jobs/397"
"398","ServiceNow","Sales Representative","Austin, TX","$75398 - $95398","submitted","external_automated","EXT2026020375737","https://careers.servicenow.com/jobs/398"
"399","Workday","Business Development Representative","Boston, MA","$75399 - $95399","submitted","external_automated","EXT2026020343547","https://careers.workday.com/jobs/399"
"400","Snowflake","Sales Development Representative","Chicago, IL","$75400 - $95400","submitted","external_automated","EXT2026020324957","https://careers.snowflake.com/jobs/400"
"401","Datadog","Client Relationship Manager","Denver, CO","$75401 - $95401","submitted","external_automated","EXT2026020339834","https://careers.datadog.com/jobs/401"
"402","MongoDB","Customer Success Specialist","Los Angeles, CA","$75402 - $95402","submitted","direct_portal","DIR2026020351320","https://careers.mongodb.com/jobs/402"
"403","Elastic","Technical Account Manager","New York, NY","$75403 - $95403","submitted","external_automated","EXT2026020321055","https://careers.elastic.com/jobs/403"
