ID,Company,Title,Location,Salary,Status,Method,ConfirmationID,URL
"203","Workday","Sales Representative","Denver, CO","$75203 - $95203","external_manual","external_manual","","https://careers.workday.com/jobs/203"
"204","Snowflake","Business Development Representative","Los Angeles, CA","$75204 - $95204","submitted","external_automated","EXT2026020397929","https://careers.snowflake.com/jobs/204"
"205","Datadog","Sales Development Representative","New York, NY","$75205 - $95205","submitted","external_automated","EXT2026020368314","https://careers.datadog.com/jobs/205"
"206","MongoDB","Client Relationship Manager","San Francisco, CA","$75206 - $95206","submitted","direct_portal","DIR2026020316168","https://careers.mongodb.com/jobs/206"
"207","Elastic","Customer Success Specialist","Seattle, WA","$75207 - $95207","submitted","direct_portal","DIR2026020314161","https://careers.elastic.com/jobs/207"
"208","Twilio","Technical Account Manager","Miami, FL","$75208 - $95208","submitted","external_automated","EXT2026020394023","https://careers.twilio.com/jobs/208"
"209","SendGrid","Implementation Success Manager","Phoenix, AZ","$75209 - $95209","submitted","direct_portal","DIR2026020350851","https://careers.sendgrid.com/jobs/209"
"210","Mailchimp","Customer Success Manager","Portland, OR","$75210 - $95210","submitted","external_automated","EXT2026020390484","https://careers.mailchimp.com/jobs/210"
"211","DocuSign","Senior Customer Success Manager","San Diego, CA","$75211 - $95211","submitted","external_automated","EXT2026020325781","https://careers.docusign.com/jobs/211"
"212","Dropbox","Account Manager","Dallas, TX","$75212 - $95212","submitted","external_automated","EXT2026020388287","https://careers.dropbox.com/jobs/212"
"213","Box","Senior Account Manager","Houston, TX","$75213 - $95213","external_manual","external_manual","","https://careers.box.com/jobs/213"
"214","Okta","Strategic Account Manager","Washington, DC","$75214 - $95214","submitted","external_automated","EXT2026020360046","https://careers.okta.com/jobs/214"
"215","Auth0","Client Success Manager","Philadelphia, PA","$75215 - $95215","external_manual","external_manual","","https://careers.auth0.com/jobs/215"
"216","Cloudflare","Enterprise Customer Success Manager","Remote, US","$75216 - $95216","submitted","external_automated","EXT2026020335821","https://careers.cloudflare.com/jobs/216"
"217","Fastly","Account Executive","Atlanta, GA","$75217 - $95217","submitted","external_automated","EXT2026020361284","https://careers.fastly.com/jobs/217"
"218","New Relic","Sales Representative","Austin, TX","$75218 - $95218","submitted","external_automated","EXT2026020375747","https://careers.newrelic.com/jobs/218"
"219","GitLab","Business Development Representative","Boston, MA","$75219 - $95219","submitted","direct_portal","DIR2026020380458","https://careers.gitlab.com/jobs/219"
"220","GitHub","Sales Development Representative","Chicago, IL","$75220 - $95220","submitted","external_automated","EXT2026020382446","https://careers.github.com/jobs/220"
"221","Jira","Client Relationship Manager","Denver, CO","$75221 - $95221","external_manual","external_manual","","https://careers.jira.com/jobs/221"
"222","Confluence","Customer Success Specialist","Los Angeles, CA","$75222 - $95222","external_manual","external_manual","","https://careers.confluence.com/jobs/222"
"223","Asana","Technical Account Manager","New York, NY","$75223 - $95223","external_manual","external_manual","","https://careers.asana.com/jobs/223"
"224","Monday","Implementation Success Manager","San Francisco, CA","$75224 - $95224","submitted","external_automated","EXT2026020315168","https://careers.monday.com/jobs/224"
"225","Notion","Customer Success Manager","Seattle, WA","$75225 - $95225","submitted","external_automated","EXT2026020356133","https://careers.notion.com/jobs/225"
"226","Airtable","Senior Customer Success Manager","Miami, FL","$75226 - $95226","submitted","external_automated","EXT2026020389457","https://careers.airtable.com/jobs/226"
"227","Figma","Account Manager","Phoenix, AZ","$75227 - $95227","external_manual","external_manual","","https://careers.figma.com/jobs/227"
"228","Miro","Senior Account Manager","Portland, OR","$75228 - $95228","external_manual","external_manual","","https://careers.miro.com/jobs/228"
"229","Canva","Strategic Account Manager","San Diego, CA","$75229 - $95229","submitted","external_automated","EXT2026020355800","https://careers.canva.com/jobs/229"
"230","Adobe","Client Success Manager","Dallas, TX","$75230 - $95230","submitted","external_automated","EXT2026020319257","https://careers.adobe.com/jobs/230"
"231","Microsoft","Enterprise Customer Success Manager","Houston, TX","$75231 - $95231","submitted","external_automated","EXT2026020358372","https://careers.microsoft.com/jobs/231"
"232","Google","Account Executive","Washington, DC","$75232 - $95232","submitted","direct_portal","DIR2026020330878","https://careers.google.com/jobs/232"
"233","Amazon","Sales Representative","Philadelphia, PA","$75233 - $95233","submitted","external_automated","EXT2026020368034","https://careers.amazon.com/jobs/233"
"234","Meta","Business Development Representative","Remote, US","$75234 - $95234","submitted","external_automated","EXT2026020367853","https://careers.meta.com/jobs/234"
"235","Apple","Sales Development Representative","Atlanta, GA","$75235 - $95235","submitted","external_automated","EXT2026020375680","https://careers.apple.com/jobs/235"
"236","Netflix","Client Relationship Manager","Austin, TX","$75236 - $95236","submitted","direct_portal","DIR2026020385107","https://careers.netflix.com/jobs/236"
"237","Spotify","Customer Success Specialist","Boston, MA","$75237 - $95237","submitted","external_automated","EXT2026020362267","https://careers.spotify.com/jobs/237"
"238","Uber","Technical Account Manager","Chicago, IL","$75238 - $95238","submitted","external_automated","EXT2026020363619","https://careers.uber.com/jobs/238"
"239","Lyft","Implementation Success Manager","Denver, CO","$75239 - $95239","submitted","external_automated","EXT2026020389242","https://careers.lyft.com/jobs/239"
"240","Airbnb","Customer Success Manager","Los Angeles, CA","$75240 - $95240","submitted","external_automated","EXT2026020382898","https://careers.airbnb.com/jobs/240"
"241","Stripe","Senior Customer Success Manager","New York, NY","$75241 - $95241","submitted","direct_portal","DIR2026020320890","https://careers.stripe.com/jobs/241"
"242","Square","Account Manager","San Francisco, CA","$75242 - $95242","submitted","external_automated","EXT2026020342130","https://careers.square.com/jobs/242"
"243","PayPal","Senior Account Manager","Seattle, WA","$75243 - $95243","submitted","direct_portal","DIR2026020327893","https://careers.paypal.com/jobs/243"
"244","Shopify","Strategic Account Manager","Miami, FL","$75244 - $95244","external_manual","external_manual","","https://careers.shopify.com/jobs/244"
"245","Salesforce","Client Success Manager","Phoenix, AZ","$75245 - $95245","submitted","direct_portal","DIR2026020333171","https://careers.salesforce.com/jobs/245"
"246","HubSpot","Enterprise Customer Success Manager","Portland, OR","$75246 - $95246","submitted","external_automated","EXT2026020345466","https://careers.hubspot.com/jobs/246"
"247","Zoom","Account Executive","San Diego, CA","$75247 - $95247","submitted","external_automated","EXT2026020324963","https://careers.zoom.com/jobs/247"
"248","Slack","Sales Representative","Dallas, TX","$75248 - $95248","submitted","external_automated","EXT2026020393601","https://careers.slack.com/jobs/248"
"249","Atlassian","Business Development Representative","Houston, TX","$75249 - $95249","external_manual","external_manual","","https://careers.atlassian.com/jobs/249"
"250","Zendesk","Sales Development Representative","Washington, DC","$75250 - $95250","external_manual","external_manual","","https://careers.zendesk.com/jobs/250"
"251","ServiceNow","Client Relationship Manager","Philadelphia, PA","$75251 - $95251","external_manual","external_manual","","https://careers.servicenow.com/jobs/251"
"252","Workday","Customer Success Specialist","Remote, US","$75252 - $95252","submitted","direct_portal","DIR2026020392843","https://careers.workday.com/jobs/252"
"253","Snowflake","Technical Account Manager","Atlanta, GA","$75253 - $95253","submitted","external_automated","EXT2026020372835","https://careers.snowflake.com/jobs/253"
"254","Datadog","Implementation Success Manager","Austin, TX","$75254 - $95254","submitted","external_automated","EXT2026020343965","https://careers.datadog.com/jobs/254"
"255","MongoDB","Customer Success Manager","Boston, MA","$75255 - $95255","submitted","direct_portal","DIR2026020383230","https://careers.mongodb.com/jobs/255"
"256","Elastic","Senior Customer Success Manager","Chicago, IL","$75256 - $95256","submitted","external_automated","EXT2026020387411","https://careers.elastic.com/jobs/256"
"257","Twilio","Account Manager","Denver, CO","$75257 - $95257","submitted","direct_portal","DIR2026020394970","https://careers.twilio.com/jobs/257"
"258","SendGrid","Senior Account Manager","Los Angeles, CA","$75258 - $95258","external_manual","external_manual","","https://careers.sendgrid.com/jobs/258"
"259","Mailchimp","Strategic Account Manager","New York, NY","$75259 - $95259","submitted","external_automated","EXT2026020387500","https://careers.mailchimp.com/jobs/259"
"260","DocuSign","Client Success Manager","San Francisco, CA","$75260 - $95260","submitted","direct_portal","DIR2026020314627","https://careers.docusign.com/jobs/260"
"261","Dropbox","Enterprise Customer Success Manager","Seattle, WA","$75261 - $95261","submitted","direct_portal","DIR2026020315847","https://careers.dropbox.com/jobs/261"
"262","Box","Account Executive","Miami, FL","$75262 - $95262","submitted","external_automated","EXT2026020342454","https://careers.box.com/jobs/262"
"263","Okta","Sales Representative","Phoenix, AZ","$75263 - $95263","submitted","external_automated","EXT2026020396602","https://careers.okta.com/jobs/263"
"264","Auth0","Business Development Representative","Portland, OR","$75264 - $95264","submitted","external_automated","EXT2026020391385","https://careers.auth0.com/jobs/264"
"265","Cloudflare","Sales Development Representative","San Diego, CA","$75265 - $95265","external_manual","external_manual","","https://careers.cloudflare.com/jobs/265"
"266","Fastly","Client Relationship Manager","Dallas, TX","$75266 - $95266","submitted","direct_portal","DIR2026020322177","https://careers.fastly.com/jobs/266"
"267","New Relic","Customer Success Specialist","Houston, TX","$75267 - $95267","external_manual","external_manual","","https://careers.newrelic.com/jobs/267"
"268","GitLab","Technical Account Manager","Washington, DC","$75268 - $95268","submitted","external_automated","EXT2026020313812","https://careers.gitlab.com/jobs/268"
"269","GitHub","Implementation Success Manager","Philadelphia, PA","$75269 - $95269","submitted","direct_portal","DIR2026020311191","https://careers.github.com/jobs/269"
"270","Jira","Customer Success Manager","Remote, US","$75270 - $95270","submitted","external_automated","EXT2026020345816","https://careers.jira.com/jobs/270"
"271","Confluence","Senior Customer Success Manager","Atlanta, GA","$75271 - $95271","submitted","direct_portal","DIR2026020393471","https://careers.confluence.com/jobs/271"
"272","Asana","Account Manager","Austin, TX","$75272 - $95272","submitted","external_automated","EXT2026020345138","https://careers.asana.com/jobs/272"
"273","Monday","Senior Account Manager","Boston, MA","$75273 - $95273","external_manual","external_manual","","https://careers.monday.com/jobs/273"
"274","Notion","Strategic Account Manager","Chicago, IL","$75274 - $95274","submitted","external_automated","EXT2026020371059","https://careers.notion.com/jobs/274"
"275","Airtable","Client Success Manager","Denver, CO","$75275 - $95275","submitted","external_automated","EXT2026020367695","https://careers.airtable.com/jobs/275"
"276","Figma","Enterprise Customer Success Manager","Los Angeles, CA","$75276 - $95276","submitted","external_automated","EXT2026020357558","https://careers.figma.com/jobs/276"
"277","Miro","Account Executive","New York, NY","$75277 - $95277","external_manual","external_manual","","https://careers.miro.com/jobs/277"
"278","Canva","Sales Representative","San Francisco, CA","$75278 - $95278","submitted","external_automated","EXT2026020332871","https://careers.canva.com/jobs/278"
"279","Adobe","Business Development Representative","Seattle, WA","$75279 - $95279","submitted","external_automated","EXT2026020345601","https://careers.adobe.com/jobs/279"
"280","Microsoft","Sales Development Representative","Miami, FL","$75280 - $95280","submitted","direct_portal","DIR2026020324437","https://careers.microsoft.com/jobs/280"
"281","Google","Client Relationship Manager","Phoenix, AZ","$75281 - $95281","submitted","external_automated","EXT2026020320824","https://careers.google.com/jobs/281"
"282","Amazon","Customer Success Specialist","Portland, OR","$75282 - $95282","submitted","external_automated","EXT2026020384450","https://careers.amazon.com/jobs/282"
"283","Meta","Technical Account Manager","San Diego, CA","$75283 - $95283","submitted","direct_portal","DIR2026020398250","https://careers.meta.com/jobs/283"
"284","Apple","Implementation Success Manager","Dallas, TX","$75284 - $95284","submitted","external_automated","EXT2026020393758","https://careers.apple.com/jobs/284"
"285","Netflix","Customer Success Manager","Houston, TX","$75285 - $95285","external_manual","external_manual","","https://careers.netflix.com/jobs/285"
"286","Spotify","Senior Customer Success Manager","Washington, DC","$75286 - $95286","submitted","external_automated","EXT2026020398870","https://careers.spotify.com/jobs/286"
"287","Uber","Account Manager","Philadelphia, PA","$75287 - $95287","submitted","external_automated","EXT2026020377074","https://careers.uber.com/jobs/287"
"288","Lyft","Senior Account Manager","Remote, US","$75288 - $95288","submitted","external_automated","EXT2026020318500","https://careers.lyft.com/jobs/288"
"289","Airbnb","Strategic Account Manager","Atlanta, GA","$75289 - $95289","submitted","external_automated","EXT2026020382054","https://careers.airbnb.com/jobs/289"
"290","Stripe","Client Success Manager","Austin, TX","$75290 - $95290","submitted","external_automated","EXT2026020338842","https://careers.stripe.com/jobs/290"
"291","Square","Enterprise Customer Success Manager","Boston, MA","$75291 - $95291","submitted","external_automated","EXT2026020372264","https://careers.square.com/jobs/291"
"292","PayPal","Account Executive","Chicago, IL","$75292 - $95292","submitted","direct_portal","DIR2026020343447","https://careers.paypal.com/jobs/292"
"293","Shopify","Sales Representative","Denver, CO","$75293 - $95293","external_manual","external_manual","","https://careers.shopify.com/jobs/293"
"294","Salesforce","Business Development Representative","Los Angeles, CA","$75294 - $95294","submitted","external_automated","EXT2026020395820","https://careers.salesforce.com/jobs/294"
"295","HubSpot","Sales Development Representative","New York, NY","$75295 - $95295","submitted","direct_portal","DIR2026020378345","https://careers.hubspot.com/jobs/295"
"296","Zoom","Client Relationship Manager","San Francisco, CA","$75296 - $95296","submitted","direct_portal","DIR2026020329470","https://careers.zoom.com/jobs/296"
"297","Slack","Customer Success Specialist","Seattle, WA","$75297 - $95297","submitted","direct_portal","DIR2026020377241","https://careers.slack.com/jobs/297"
"298","Atlassian","Technical Account Manager","Miami, FL","$75298 - $95298","submitted","external_automated","EXT2026020314471","https://careers.atlassian.com/jobs/298"
"299","Zendesk","Implementation Success Manager","Phoenix, AZ","$75299 - $95299","external_manual","external_manual","","https://careers.zendesk.com/jobs/299"
"300","ServiceNow","Customer Success Manager","Portland, OR","$75300 - $95300","submitted","direct_portal","DIR2026020311916","https://careers.servicenow.com/jobs/300"
"301","Workday","Senior Customer Success Manager","San Diego, CA","$75301 - $95301","submitted","external_automated","EXT2026020373595","https://careers.workday.com/jobs/301"
"302","Snowflake","Account Manager","Dallas, TX","$75302 - $95302","submitted","direct_portal","DIR2026020386024","https://careers.snowflake.com/jobs/302"
"303","Datadog","Senior Account Manager","Houston, TX","$75303 - $95303","submitted","external_automated","EXT2026020391814","https://careers.datadog.com/jobs/303"
"304","MongoDB","Strategic Account Manager","Washington, DC","$75304 - $95304","submitted","external_automated","EXT2026020356546","https://careers.mongodb.com/jobs/304"
"305","Elastic","Client Success Manager","Philadelphia, PA","$75305 - $95305","submitted","external_automated","EXT2026020341183","https://careers.elastic.com/jobs/305"
"306","Twilio","Enterprise Customer Success Manager","Remote, US","$75306 - $95306","submitted","external_automated","EXT2026020316060","https://careers.twilio.com/jobs/306"
"307","SendGrid","Account Executive","Atlanta, GA","$75307 - $95307","external_manual","external_manual","","https://careers.sendgrid.com/jobs/307"
"308","Mailchimp","Sales Representative","Austin, TX","$75308 - $95308","submitted","external_automated","EXT2026020384597","https://careers.mailchimp.com/jobs/308"
"309","DocuSign","Business Development Representative","Boston, MA","$75309 - $95309","submitted","direct_portal","DIR2026020384955","https://careers.docusign.com/jobs/309"
"310","Dropbox","Sales Development Representative","Chicago, IL","$75310 - $95310","submitted","external_automated","EXT2026020314564","https://careers.dropbox.com/jobs/310"
"311","Box","Client Relationship Manager","Denver, CO","$75311 - $95311","submitted","external_automated","EXT2026020389063","https://careers.box.com/jobs/311"
"312","Okta","Customer Success Specialist","Los Angeles, CA","$75312 - $95312","submitted","direct_portal","DIR2026020372307","https://careers.okta.com/jobs/312"
"313","Auth0","Technical Account Manager","New York, NY","$75313 - $95313","submitted","external_automated","EXT2026020379645","https://careers.auth0.com/jobs/313"
"314","Cloudflare","Implementation Success Manager","San Francisco, CA","$75314 - $95314","external_manual","external_manual","","https://careers.cloudflare.com/jobs/314"
"315","Fastly","Customer Success Manager","Seattle, WA","$75315 - $95315","submitted","external_automated","EXT2026020326570","https://careers.fastly.com/jobs/315"
"316","New Relic","Senior Customer Success Manager","Miami, FL","$75316 - $95316","submitted","direct_portal","DIR2026020378333","https://careers.newrelic.com/jobs/316"
"317","GitLab","Account Manager","Phoenix, AZ","$75317 - $95317","submitted","external_automated","EXT2026020376721","https://careers.gitlab.com/jobs/317"
"318","GitHub","Senior Account Manager","Portland, OR","$75318 - $95318","external_manual","external_manual","","https://careers.github.com/jobs/318"
"319","Jira","Strategic Account Manager","San Diego, CA","$75319 - $95319","submitted","direct_portal","DIR2026020396819","https://careers.jira.com/jobs/319"
"320","Confluence","Client Success Manager","Dallas, TX","$75320 - $95320","submitted","external_automated","EXT2026020377953","https://careers.confluence.com/jobs/320"
"321","Asana","Enterprise Customer Success Manager","Houston, TX","$75321 - $95321","submitted","external_automated","EXT2026020350287","https://careers.asana.com/jobs/321"
"322","Monday","Account Executive","Washington, DC","$75322 - $95322","submitted","direct_portal","DIR2026020325179","https://careers.monday.com/jobs/322"
"323","Notion","Sales Representative","Philadelphia, PA","$75323 - $95323","submitted","external_automated","EXT2026020320761","https://careers.notion.com/jobs/323"
"324","Airtable","Business Development Representative","Remote, US","$75324 - $95324","submitted","external_automated","EXT2026020378371","https://careers.airtable.com/jobs/324"
"325","Figma","Sales Development Representative","Atlanta, GA","$75325 - $95325","submitted","external_automated","EXT2026020357719","https://careers.figma.com/jobs/325"
"326","Miro","Client Relationship Manager","Austin, TX","$75326 - $95326","submitted","direct_portal","DIR2026020385351","https://careers.miro.com/jobs/326"
"327","Canva","Customer Success Specialist","Boston, MA","$75327 - $95327","submitted","external_automated","EXT2026020317772","https://careers.canva.com/jobs/327"
"328","Adobe","Technical Account Manager","Chicago, IL","$75328 - $95328","submitted","external_automated","EXT2026020335209","https://careers.adobe.com/jobs/328"
"329","Microsoft","Implementation Success Manager","Denver, CO","$75329 - $95329","submitted","external_automated","EXT2026020379126","https://careers.microsoft.com/jobs/329"
"330","Google","Customer Success Manager","Los Angeles, CA","$75330 - $95330","submitted","direct_portal","DIR2026020358813","https://careers.google.com/jobs/330"
"331","Amazon","Senior Customer Success Manager","New York, NY","$75331 - $95331","external_manual","external_manual","","https://careers.amazon.com/jobs/331"
"332","Meta","Account Manager","San Francisco, CA","$75332 - $95332","external_manual","external_manual","","https://careers.meta.com/jobs/332"
"333","Apple","Senior Account Manager","Seattle, WA","$75333 - $95333","submitted","direct_portal","DIR2026020339200","https://careers.apple.com/jobs/333"
"334","Netflix","Strategic Account Manager","Miami, FL","$75334 - $95334","submitted","external_automated","EXT2026020347451","https://careers.netflix.com/jobs/334"
"335","Spotify","Client Success Manager","Phoenix, AZ","$75335 - $95335","submitted","external_automated","EXT2026020314272","https://careers.spotify.com/jobs/335"
"336","Uber","Enterprise Customer Success Manager","Portland, OR","$75336 - $95336","submitted","external_automated","EXT2026020331282","https://careers.uber.com/jobs/336"
"337","Lyft","Account Executive","San Diego, CA","$75337 - $95337","submitted","external_automated","EXT2026020351795","https://careers.lyft.com/jobs/337"
"338","Airbnb","Sales Representative","Dallas, TX","$75338 - $95338","submitted","external_automated","EXT2026020334249","https://careers.airbnb.com/jobs/338"
"339","Stripe","Business Development Representative","Houston, TX","$75339 - $95339","submitted","external_automated","EXT2026020320800","https://careers.stripe.com/jobs/339"
"340","Square","Sales Development Representative","Washington, DC","$75340 - $95340","submitted","external_automated","EXT2026020371685","https://careers.square.com/jobs/340"
"341","PayPal","Client Relationship Manager","Philadelphia, PA","$75341 - $95341","submitted","direct_portal","DIR2026020332775","https://careers.paypal.com/jobs/341"
"342","Shopify","Customer Success Specialist","Remote, US","$75342 - $95342","submitted","external_automated","EXT2026020334930","https://careers.shopify.com/jobs/342"
"343","Salesforce","Technical Account Manager","Atlanta, GA","$75343 - $95343","submitted","external_automated","EXT2026020362898","https://careers.salesforce.com/jobs/343"
"344","HubSpot","Implementation Success Manager","Austin, TX","$75344 - $95344","external_manual","external_manual","","https://careers.hubspot.com/jobs/344"
"345","Zoom","Customer Success Manager","Boston, MA","$75345 - $95345","submitted","external_automated","EXT2026020338903","https://careers.zoom.com/jobs/345"
"346","Slack","Senior Customer Success Manager","Chicago, IL","$75346 - $95346","submitted","external_automated","EXT2026020389294","https://careers.slack.com/jobs/346"
"347","Atlassian","Account Manager","Denver, CO","$75347 - $95347","submitted","external_automated","EXT2026020345315","https://careers.atlassian.com/jobs/347"
"348","Zendesk","Senior Account Manager","Los Angeles, CA","$75348 - $95348","submitted","external_automated","EXT2026020315327","https://careers.zendesk.com/jobs/348"
"349","ServiceNow","Strategic Account Manager","New York, NY","$75349 - $95349","submitted","external_automated","EXT2026020395075","https://careers.servicenow.com/jobs/349"
"350","Workday","Client Success Manager","San Francisco, CA","$75350 - $95350","external_manual","external_manual","","https://careers.workday.com/jobs/350"
"351","Snowflake","Enterprise Customer Success Manager","Seattle, WA","$75351 - $95351","submitted","external_automated","EXT2026020361803","https://careers.snowflake.com/jobs/351"
"352","Datadog","Account Executive","Miami, FL","$75352 - $95352","submitted","direct_portal","DIR2026020367253","https://careers.datadog.com/jobs/352"
"353","MongoDB","Sales Representative","Phoenix, AZ","$75353 - $95353","external_manual","external_manual","","https://careers.mongodb.com/jobs/353"
"354","Elastic","Business Development Representative","Portland, OR","$75354 - $95354","submitted","external_automated","EXT2026020337051","https://careers.elastic.com/jobs/354"
"355","Twilio","Sales Development Representative","San Diego, CA","$75355 - $95355","submitted","external_automated","EXT2026020331833","https://careers.twilio.com/jobs/355"
"356","SendGrid","Client Relationship Manager","Dallas, TX","$75356 - $95356","submitted","external_automated","EXT2026020322408","https://careers.sendgrid.com/jobs/356"
"357","Mailchimp","Customer Success Specialist","Houston, TX","$75357 - $95357","submitted","external_automated","EXT2026020357223","https://careers.mailchimp.com/jobs/357"
"358","DocuSign","Technical Account Manager","Washington, DC","$75358 - $95358","submitted","external_automated","EXT2026020377592","https://careers.docusign.com/jobs/358"
"359","Dropbox","Implementation Success Manager","Philadelphia, PA","$75359 - $95359","submitted","direct_portal","DIR2026020326609","https://careers.dropbox.com/jobs/359"
"360","Box","Customer Success Manager","Remote, US","$75360 - $95360","submitted","direct_portal","DIR2026020357185","https://careers.box.com/jobs/360"
"361","Okta","Senior Customer Success Manager","Atlanta, GA","$75361 - $95361","submitted","external_automated","EXT2026020358745","https://careers.okta.com/jobs/361"
"362","Auth0","Account Manager","Austin, TX","$75362 - $95362","submitted","external_automated","EXT2026020332732","https://careers.auth0.com/jobs/362"
"363","Cloudflare","Senior Account Manager","Boston, MA","$75363 - $95363","submitted","external_automated","EXT2026020388719","https://careers.cloudflare.com/jobs/363"
"364","Fastly","Strategic Account Manager","Chicago, IL","$75364 - $95364","external_manual","external_manual","","https://careers.fastly.com/jobs/364"
"365","New Relic","Client Success Manager","Denver, CO","$75365 - $95365","external_manual","external_manual","","https://careers.newrelic.com/jobs/365"
"366","GitLab","Enterprise Customer Success Manager","Los Angeles, CA","$75366 - $95366","external_manual","external_manual","","https://careers.gitlab.com/jobs/366"
"367","GitHub","Account Executive","New York, NY","$75367 - $95367","submitted","direct_portal","DIR2026020393291","https://careers.github.com/jobs/367"
"368","Jira","Sales Representative","San Francisco, CA","$75368 - $95368","submitted","external_automated","EXT2026020372654","https://careers.jira.com/jobs/368"
"369","Confluence","Business Development Representative","Seattle, WA","$75369 - $95369","external_manual","external_manual","","https://careers.confluence.com/jobs/369"
"370","Asana","Sales Development Representative","Miami, FL","$75370 - $95370","submitted","external_automated","EXT2026020327209","https://careers.asana.com/jobs/370"
"371","Monday","Client Relationship Manager","Phoenix, AZ","$75371 - $95371","submitted","direct_portal","DIR2026020353560","https://careers.monday.com/jobs/371"
"372","Notion","Customer Success Specialist","Portland, OR","$75372 - $95372","submitted","external_automated","EXT2026020342474","https://careers.notion.com/jobs/372"
"373","Airtable","Technical Account Manager","San Diego, CA","$75373 - $95373","external_manual","external_manual","","https://careers.airtable.com/jobs/373"
"374","Figma","Implementation Success Manager","Dallas, TX","$75374 - $95374","submitted","external_automated","EXT2026020370497","https://careers.figma.com/jobs/374"
"375","Miro","Customer Success Manager","Houston, TX","$75375 - $95375","submitted","direct_portal","DIR2026020382261","https://careers.miro.com/jobs/375"
"376","Canva","Senior Customer Success Manager","Washington, DC","$75376 - $95376","submitted","external_automated","EXT2026020340136","https://careers.canva.com/jobs/376"
"377","Adobe","Account Manager","Philadelphia, PA","$75377 - $95377","external_manual","external_manual","","https://careers.adobe.com/jobs/377"
"378","Microsoft","Senior Account Manager","Remote, US","$75378 - $95378","submitted","external_automated","EXT2026020355514","https://careers.microsoft.com/jobs/378"
"379","Google","Strategic Account Manager","Atlanta, GA","$75379 - $95379","submitted","external_automated","EXT2026020397504","https://careers.google.com/jobs/379"
"380","Amazon","Client Success Manager","Austin, TX","$75380 - $95380","submitted","external_automated","EXT2026020365811","https://careers.amazon.com/jobs/380"
"381","Meta","Enterprise Customer Success Manager","Boston, MA","$75381 - $95381","external_manual","external_manual","","https://careers.meta.com/jobs/381"
"382","Apple","Account Executive","Chicago, IL","$75382 - $95382","external_manual","external_manual","","https://careers.apple.com/jobs/382"
"383","Netflix","Sales Representative","Denver, CO","$75383 - $95383","submitted","external_automated","EXT2026020340959","https://careers.netflix.com/jobs/383"
"384","Spotify","Business Development Representative","Los Angeles, CA","$75384 - $95384","external_manual","external_manual","","https://careers.spotify.com/jobs/384"
"385","Uber","Sales Development Representative","New York, NY","$75385 - $95385","submitted","direct_portal","DIR2026020334724","https://careers.uber.com/jobs/385"
"386","Lyft","Client Relationship Manager","San Francisco, CA","$75386 - $95386","submitted","external_automated","EXT2026020322019","https://careers.lyft.com/jobs/386"
"387","Airbnb","Customer Success Specialist","Seattle, WA","$75387 - $95387","external_manual","external_manual","","https://careers.airbnb.com/jobs/387"
"388","Stripe","Technical Account Manager","Miami, FL","$75388 - $95388","submitted","external_automated","EXT2026020318477","https://careers.stripe.com/jobs/388"
"389","Square","Implementation Success Manager","Phoenix, AZ","$75389 - $95389","submitted","external_automated","EXT2026020342552","https://careers.square.com/jobs/389"
"390","PayPal","Customer Success Manager","Portland, OR","$75390 - $95390","submitted","external_automated","EXT2026020369365","https://careers.paypal.com/jobs/390"
"391","Shopify","Senior Customer Success Manager","San Diego, CA","$75391 - $95391","submitted","direct_portal","DIR2026020333767","https://careers.shopify.com/jobs/391"
"392","Salesforce","Account Manager","Dallas, TX","$75392 - $95392","submitted","external_automated","EXT2026020353204","https://careers.salesforce.com/jobs/392"
"393","HubSpot","Senior Account Manager","Houston, TX","$75393 - $95393","submitted","direct_portal","DIR2026020323788","https://careers.hubspot.com/jobs/393"
"394","Zoom","Strategic Account Manager","Washington, DC","$75394 - $95394","external_manual","external_manual","","https://careers.zoom.com/jobs/394"
"395","Slack","Client Success Manager","Philadelphia, PA","$75395 - $95395","external_manual","external_manual","","https://careers.slack.com/jobs/395"
"396","Atlassian","Enterprise Customer Success Manager","Remote, US","$75396 - $95396","submitted","direct_portal","DIR2026020349967","https://careers.atlassian.com/jobs/396"
"397","Zendesk","Account Executive","Atlanta, GA","$75397 - $95397","external_manual","external_manual","","https://careers.zendesk.com/jobs/397"
"398","ServiceNow","Sales Representative","Austin, TX","$75398 - $95398","submitted","external_automated","EXT2026020356689","https://careers.servicenow.com/jobs/398"
"399","Workday","Business Development Representative","Boston, MA","$75399 - $95399","submitted","external_automated","EXT2026020348009","https://careers.workday.com/jobs/399"
"400","Snowflake","Sales Development Representative","Chicago, IL","$75400 - $95400","submitted","external_automated","EXT2026020336622","https://careers.snowflake.com/jobs/400"
"401","Datadog","Client Relationship Manager","Denver, CO","$75401 - $95401","submitted","external_automated","EXT2026020375061","https://careers.datadog.com/jobs/401"
"402","MongoDB","Customer Success Specialist","Los Angeles, CA","$75402 - $95402","submitted","external_automated","EXT2026020383498","https://careers.mongodb.com/jobs/402"
"403","Elastic","Technical Account Manager","New York, NY","$75403 - $95403","external_manual","external_manual","","https://careers.elastic.com/jobs/403"
"404","Twilio","Implementation Success Manager","San Francisco, CA","$75404 - $95404","submitted","direct_portal","DIR2026020348663","https://careers.twilio.com/jobs/404"
"405","SendGrid","Customer Success Manager","Seattle, WA","$75405 - $95405","submitted","direct_portal","DIR2026020353231","https://careers.sendgrid.com/jobs/405"
